item_id,Filename,translation
Pod_759,"Kmeln_180v_Oi vyitesia, ohyrochky","1. Oh, curl, little cucumbers,  
In the green leaves.  
Let them curl, let them curl."
Pod_760,"Kmeln_180_Oi vyitesia, ohyrochky","1. Oh, twist yourselves, cucumbers,
In the green little bushes.
Let them twist, let them twist."
Pod_761,Kmeln_181_Zeleniiut oherochky,"1. The cucumbers are turning green  
They get used to being together.  
Let them twist, let them twist,  
Let them not be torn apart."
Pod_762,Kmeln_182_A Odarka rybu lovyt,"1. And Odarka is fishing,  
Her daughter walks barefoot.  
2. What she caught, she drank away,  
Did not buy the girl her boots.  
3. – Wait, daughter, until Saturday,  
There will be a dress and boots.  
4. She waited until Saturday,  
No dress came, she did not dress up.  
5. – Either shoot me,  
Or give me in marriage.  
6. Or drown me,  
Do not grieve my heart."
Pod_763,Kmeln_184_Kryvoho tantsiu ydemo,"1. We walk a crooked dance,  
We will not find its end.  
2. God grant us to find the end,  
We will weave the wreath."
Pod_764,Kmeln_185v_Oi kryvoho tantsia,"1. Oh, the crooked dance  
But we can't get to the end.  
2. When we do get to it, it breaks apart,  
For some reason, it doesn't go well for us."
Pod_765,Kmeln_185_Oi kryvoho tantsia,"1. Oh, a crooked dance  
But we can't get it to the end.  
2. When we finally get it, it will break apart,  
For some reason, it doesn't work out for us."
Pod_766,Kmeln_186_My kryvoho tantsiu ydemo,"1. We are dancing a crooked dance,  
We will never find its end.  
2. It needs to be brought to an end,  
It needs a wreath to be woven.  
3. Oh, I was weaving that little wreath  
Just yesterday from the evening.  
4. Hung it up on the birch, –  
From one tree to another tree.  
5. My mother calls, calls me  
To prepare a harsh bed.  
6. I will put on some firewood,  
So that the uncivilized one lies down.  
7. My mother calls, calls me  
To prepare a bed for my dear.  
8. I will put some pillows,  
For my dear, under his sides."
Pod_767,Kmeln_187_My kryvoho tantsiu ydemo,"1. We go the crooked dance,  
We will not find its end.  
2. And whoever finds its end,  
We will weave a wreath for him.  
3. Oh my wreath, my wreath,  
Made of winged periwinkle.  
4. The end must be found,  
The wreath must be woven for it."
Pod_768,Kmeln_188_My kryvoho tantsiu ydemo,"1. We go the crooked dance,  
We will not find its end.  
2. We must find its end,  
We must weave it a crown.  
3. From the rabbit's periwinkle,  
The fragrant cornflower.  
4. How I cherished it  
And locked it in a chest.  
5. And now I will let it go –  
I must cry for it."
Pod_769,Kmeln_190_My kryvoho tantsiu ydemo,"1. We go with a crooked dance,
But cannot find its end.  
2. We need to find its end,
We need to weave a wreath for it.  
3. From the cross-shaped periwinkle,
The fragrant cornflower.  
4. I used to cherish it,
I used to lock it in a chest.  
5. But now I am letting it go,
I must cry for it.  
1. Oh, wild goats were jumping
Over the priest’s willows.  
2. And behind them, the kids
Broke their little legs.  
3. If the goat hadn’t jumped,
It wouldn’t have broken its legs.  
4. I go up and down the valley,
I pass by rosehip and guelder-rose."
Pod_770,Kmeln_192_Kryvoho tantsiu ydemo,"1. We walk a crooked dance,  
We won’t find its end.  

2. Hop, chuk, chuk.  
Mr. Kryminenko,  
Start the dance for us,  
Quietly in German.  

3. Wherever I step,  
I’ll strike  
A dry tree branch.  
I won’t find  
A fir tree.  

4. I’ll make a fire,  
I’ll cook some porridge.  

5. There’s a little  
Spoonful of butter  
In that porridge.  

6. – Who will eat it?  
– The young ladies.  
       *       *       *  
1. – Over the willow  
Plank,  
Come on, young ladies,  
Home.  

2. And you, Yaryna,  
Stay,  
Ring the wedding bells  
With young Ivan.  

3. And you, Ivanko,  
Will be a gentleman,  
You will hide Yaryna  
Under your coat.  

4. – But I don’t have a coat,  
I’ll hide her  
Under a black sheepskin coat."
Pod_771,"Kmeln_194_Chom, yulonka, ne shyrokaia","1. – Why, little willow, aren’t you wide?  
Why isn’t the grass green?  
– How can I be green,  
When the pigs have torn me down,  
And the girls have walked over me  
With black boots,  
With golden horseshoes.

2. – Why, little willow, aren’t you wide?  
Why isn’t the grass green?  
– How can I be green,  
When the pigs have torn me down,  
And the young women have walked over me  
With black boots,  
With iron horseshoes.

3. – Why, little willow, aren’t you wide?  
Why isn’t the grass green?  
– How can I be green,  
When the pigs have torn me down,  
And the lads have trampled me  
With their reckless wandering,  
Dragging and trailing,  
With crooked legs,  
With pig’s trotters."
Pod_772,Kmeln_195_Travko-muravko molodaia,"1. – Little grass, little ant,
Why aren’t you green?
2. Did the geese pluck you?
Did the girls trample you?
3. – The geese did not pluck me,
The girls trampled me.
4. The girls trampled
The little golden horseshoes.
5. Their father bought those horseshoes
So that a good young man would fall in love with them.
6. And the mother gave the kerchief
So that she would be a beautiful young woman."
Pod_773,Kmeln_196_Oi na travi,"1. Oh, on the grass,  
On the meadow,  
Early in the morning,  
There is a path  
Trodden down.  
2. Oh, on the grass,  
On the meadow,  
Early in the morning,  
And who has  
Trodden it?  
3. Oh, on the grass,  
On the meadow,  
Early in the morning,  
There is Ivanko  
Walking.  
4. Oh, on the grass,  
On the meadow,  
Early in the morning,  
Carrying  
Honey vodka.  
5. Oh, on the grass,  
On the meadow,  
Early in the morning,  
- Drink up, boys,  
Vodka.  
6. Oh, on the grass,  
On the meadow,  
Early in the morning,  
For Maria,  
For the girl.  
7. Oh, on the grass,  
On the meadow,  
Early in the morning,  
Manka is  
Ringing him.  
8. Oh, on the grass,  
On the meadow,  
Early in the morning,  
Buying  
Cigarettes."
Pod_774,Kmeln_197_Skakaly dyki kozy,"1. Wild goats were jumping  
Through the priest's vines.  
2. They jumped and jumped,  
Broke their little legs.  
3. – We shouldn’t have jumped,  
Shouldn’t have broken our little legs.  
4. But we jumped,  
Broke our little legs:  
5. Sometimes up, sometimes down,  
Sometimes into the rose, sometimes into the guelder-rose."
Pod_775,Kmeln_198_Oi de ti kozy,"Oh, where are those goats,  
Through the priest’s willows.  
Now uphill, now downhill,  
Now towards the rowan, [now towards the guelder rose.]"
Pod_776,Kmeln_199_Oi na vodi ta y na doshchechtsi,"1. Oh, on the water and on the board,  
There a girl was washing herself.  
2. She was rinsing and washing,  
Looking at the young nobleman.  
3. – Look, my dear young nobleman,  
At the little shoes I have.  
4. My father bought me these shoes,  
So that my young nobleman would love me.  
5. Mother gave me stockings,  
So that I could be a young lady."
Pod_777,Kmeln_200_Oi na moriu ta y na doshchetsi,"1. Oh, by the sea and on the plank,  
There a young lady is washing herself.  
2. She is washing and washing,  
Taking off her little shoes:  
3. – Look, gentlemen,  
What little shoes I have.  
4. The gentleman’s father bought the shoes,  
So that a good young man would love me.  
5. The lady’s mother gave me a scarf,  
So that I would be her young lady.  
6. From the viburnum meadow,  
Choose yourself a partner."
Pod_778,Kmeln_201v_Oi na doshchytsi ta y na kladochtsi,"1. Oh, on the board and on the step,  
There the young lady is washing herself,  
Wiping herself with a handkerchief.  
2. – Oh look, all the young gentlemen,  
At the little shoes I have!  
3. Such shoes my father bought me,  
So that a good young man would love me.  
4. My lady mother gave me a handkerchief,  
So that I would be a lady in her eyes."
Pod_779,Kmeln_201_Oi na doshchytsi ta y na kladochtsi,"1. Oh, on the little board and on the bench,  
There the young lady is washing herself,  
Wiping herself with a handkerchief.  
2. – Oh, look, all the gentlemen,  
At the little shoes I have!  
3. Such were bought for me by the noble lord's father,  
So that a good young man would love me.  
4. The lady's mother gave me a handkerchief,  
So that I would be her young lady."
Pod_780,Kmeln_202_Oi na richtsi ta y na doshchechtsi,"1. Oh, by the river and on the plank,  
There a young lady is washing herself.  
2. She is washing, rinsing,  
Looking at the young gentlemen.  
3. – Look, dear sirs,  
At the little shoes I have.  
4. Father bought the shoes,  
So that a young man would love me.  
5. And my mother gave me stockings,  
So that I would be a beautiful young lady."
Pod_781,Kmeln_203_Rozilialys vody,"1. The waters parted  
Into four fords.  
Oh girls, beautiful spring, –  
Green grass!  
2. Oh, at the first ford  
A little horse is neighing.  
Oh girls, beautiful spring, –  
Green grass!"
Pod_782,Kmeln_204_Za viunom idu,"1. I follow the bindweed,  
But I don’t know to whom I will lay the bindweed.  
2. I will lay it,  
I will lay it on the right shoulder.  
3. There the girls are coming,  
There the girls are leading a girl from Podillia.  
4. I will take the girl,  
I will take the girl from Podillia.  
5. I will say goodbye,  
I will say goodbye and go, go, go."
Pod_783,"Kmeln_205_Korch fasoli, a dva bobu","1. A bean stalk, and two beans,
Revived from the family line.  
2. Revived from the family,
Like hemp from the valley.  
3. If only I had a mother,
She would have questioned me.  
4. She would have questioned me,
What luxury the daughter had.  
5. What luxury the daughter had –
Went to bed late, got up early.  
6. And then a strange dream came,
That my beloved had arrived.  
7. But I got up, lit the light, –
Not the one, not the one I loved.  
8. Those eyes, those eyebrows,
But not those conversations.  
9. And the same hair,
Only combed to the side.  
10. I gave bread, I gave salt,
I sat myself on the donkey.  
11. Sat myself down, leaned on it,
Cried, wiped my tears."
Pod_784,Kmeln_206_Oi vesna krasna,"1. Oh, beautiful spring,  
Water drips from the roofs,  
Water drips from the roofs.  

2. And already for our  
And for Ivanko  
A journey is calling.  

3. Oh, he is traveling  
Into the open field,  
Into the open field.  

4. Following him is Yavdokha:  
– Return, falcon,  
Return, falcon.  

5. – Oh, I will not return,  
God be with you,  
God be with you,  

6. Because your bite  
Is fair-haired,  
And is under my foot."
Pod_785,Kmeln_207_Oi mlyn mele,"1. Oh, the mill grinds,  
The water returns,  
The stone sparks fire.  
2. The young Cossack  
Speaks the truth,  
The girl lies.  
3. Winter has passed, –  
Beautiful spring, –  
Water drips from the roofs.  
4. To the young  
Cossack  
The journey smells sweet.  
5. Oh, the young Cossack  
Wanders  
Into the open field,  
6. Behind him, behind him  
The girl calls:  
“Return, my falcon!”  
7. “I will not return,  
Girl,  
Because you disdain me.”  
8. If you, girl,  
Despise me,  
I will be with you.  
9. Yet still your  
Pride  
Is all before you,  
10. Your white  
Bed linens  
Are under my hut,  
11. Your, girl,  
Blond braid  
Is beneath my foot,  
12. Your white  
Face  
Is beneath my heel."
Pod_786,Kmeln_208_Oi vzhe vesna,"1. Oh, spring is already here,  
Oh, it is already beautiful,  
Water is dripping from the roofs.  
2. And for our  
Oles,  
A little journey smells good.  
3. He wanders  
Through the open field,  
4. Behind him runs  
Alyonushka:  
– Come back, falcon.  
5. Oh, spring is already here,  
Oh, it is already beautiful,  
What have you brought us?  
6. – I brought  
Herbs for the girls,  
And weddings for the boys."
Pod_787,Kmeln_209_Vesna krasna,"1. The beautiful spring,
And water drips from the eaves.  
2. And Petro*
Smells of traveling.  
3. And he rode off
Into the open field,  
4. After him Oksana:
– Return, my falcon.  
5. – I will not return,
You are proud of me.  
6. – Oh, return,
I will marry you.  
* The name of the boy and girl being sung about is inserted into the text. (Note)"
Pod_788,Kmeln_210_Ya vzhe vesna,"1. I am already spring,  
I am already beautiful,  
Water is dripping from the eaves.  

2. Our Petruś  
Is already sensing a journey.  

3. He wanders  
Through the open field,  

4. After him, after him  
Chasing is Hannusya:  
– Return, falcon.  

5. – I will not return,  
I will be late,  
You were proud of me.  

6. But your  
Prideful self  
Is now beneath my heel.  

7. – I am already spring,  
I am already beautiful,  
What have you brought us?  

8. – I brought  
Branches to the boys,  
And weddings to the girls."
Pod_789,Kmeln_211_Plyve syto,"1. A sieve is floating,  
A hoop is floating.  
2. There is no girl in our  
village like Halya Chvanka.  
3. When she started  
to be vain,  
to toss her head,  
4. Kolya had to  
buy her vodka:  
5. – Drink, drink,  
Halynko,  
I will buy another one,  
6. But don’t tell  
my mother  
that I love you."
Pod_790,Kmeln_212_Bilenkaia pavutyna,"1. A delicate white cobweb  
Spins through the thorn.  
2. And there Ivan is with Yaryna,  
Fighting like a little eagle.  
3. Through the meadows, through the groves,  
And to the evening gathering.  
4. To that one, to Yaryna,  
To the enchantress.  
5. What is she an enchantress for?  
Because of her black eyebrows.  
6. A tin plate  
Rolled along the road.  
7. And that is a beautiful, young  
Wife of Ivan.  
8. And that is a beautiful, young woman,  
Grown among the periwinkles.  
9. Ask, ask, Ivan,  
For her to go with you."
Pod_791,Kmeln_213_Bile tonke pavutynnia,"1. White thin cobweb
Crawls over the stubble.
2. Around my little gate
Three young men are circling.
3. – Oh, don’t circle, young men,
I will not be yours.
4. I will give a kerchief to Ivan,
I will be Ivan’s.
5. White thin cobweb
Crawls over the stubble,
6. And Ivanko with Hanusya
Will soon get married."
Pod_792,Kmeln_214_Tonka bila pavutyna,"1. A thin white spiderweb  
Weaves through the thorn.  
2. And that Ivan to Hanusia,  
Beats like a turtle dove.  
3. And through the meadows and riverbanks  
To those evening gatherings.  
4. And to that Hanusia,  
And to the enchantress.  
5. What kind of enchantress is she?  
With black eyebrows,  
6. A rosy white face,  
A head for conversation.  
7. A valuable plate rolled along the road,  
8. Oh, what kind of Hanusia is that—  
A ceremonious girl.  
9. – I was born in the sage,  
Grew up in the periwinkle,  
10. Pray to God, Ivan,  
That I went for you."
Pod_793,Kmeln_215_Tonka bila pavutyntsia,"1. A thin white cobweb  
Winds through the thorn,  
2. And Ivanko to Marusya,  
Like a little eagle, struggles.  
3. Through meadows and riverbanks  
To those evening gatherings.  
4. What about that enchantress,  
With rosy cheeks?"
Pod_794,Kmeln_217v_Na nashii vulytsi,"1. On our street  
All the boys are good fellows.  
2. There is no one better  
Than Vasylko the young lad.  
Lively, playful  
3. He wore out seven pairs of boots,  
Walking through the mother-in-law’s yard.  
4. So that the mother-in-law would praise him,  
So that Kateryna would love him."
Pod_795,Kmeln_217_Na nashii vulytsi,"1. On our street  
All the boys are great.  
2. There is no one better  
Than Vasylko, the young fellow.  
3. He wore out seven pairs of boots,  
Walking through his mother-in-law’s yard.  
4. So that the mother-in-law would praise him,  
So that Katrya would love him."
Pod_796,Kmeln_218_ Vyletila pava,"1. A peacock flew out,  
Fell on the gate,  
I, Irina Ivanova,  
Rolled up my sash.  

2. Tied it, rolled it up  
On thirteen buttons,  
And I gave her  
A korzec of corn.  

3. A korzec, a korzec of corn  
And also a vest of millet:  
– Buy yourself some shoes  
So you don’t have to walk barefoot.  

4. And when these wear out,  
I’ll buy even better ones,  
Just don’t tell the matchmakers  
That I love you.  

5. – If I had known  
That you’d buy others,  
I would have told yesterday  
That you love me.  

6. I told my mother:  
Don’t tell anyone,  
Because the matchmakers will spread it around  
Like the wind spreads straw."
Pod_797,Kmeln_219_ A v lisi dubochok,"Cheerfully, unhurriedly  
1. And in the forest, a little oak,  
Semen is a young lad;  
What in the garden is a little flower,  
That is Yavdonya, the girl.*  
2. She is very small,  
With rosy cheeks,  
She clings to Semen,  
Like a quail.  
3. A peahen flew in,  
Fell in the middle of the village,  
Oh, there is our Yavdonya  
Spinning a belt.  
4. She spun, spun  
Twenty-four tassels*;  
Semen gave her  
A korets of corn.**  
5. A korets of corn  
And a geletka*** of millet:  
“Buy yourself shoes  
And do not go barefoot.”  
6. And when these wear out,  
I will buy you another pair,  
Just don’t tell your mother  
That I love you.  
7. Oh, don’t say, don’t say,  
Don’t tell anyone,  
Because people will take you by the teeth,  
Like the wind takes straw.  
8. Wheat straw  
Is light to the wind,  
People will take you by the teeth,  
You are still very young.  

* The second half of each stanza is sung twice. (L. Ye.)  
* Tassels here refer to the bunches on the belt.  
** Korets – a measure, about half a pood (approx. 8 kg).  
*** Geletka – a measure, about one pood (approx. 16 kg)."
Pod_798,Kmeln_220_ Oi letila pava,"1. Oh, the peahen was flying,  
Fell in the middle of the village,  
Kateryna Vasyleva  
Was weaving a belt.  

2. She wove, she wove  
Twenty-four buttons,  
And he promised her  
A measure of corn.  

3. A measure of corn  
And half a measure of millet:  
– Sell them, buy shoes,  
So you won’t be barefoot.  

4. When they wear out,  
I will buy another pair.  
But don’t tell your friends  
That I love you.  

5. Not to the friends, –  
Don’t tell anyone,  
Because people will spread lies,  
Like the wind scatters straw.  

6. Wheat straw  
Is light in the wind.  
Oh, people will spread lies,  
You are still young.  

7. People will spread lies  
And will judge,  
But I will propose to you,  
And we will live together."
Pod_799,Kmeln_221_ Oi cherez pen,"1. Oh, over the stump and over the log,  
Mary fell waist-deep into the water.  

2. – Oh, get up, Mary,  
Don’t lose your soul,  
Tell the truth,  
Who do you love?  

3. – I don’t love beer,  
Because it makes noise,  
I don’t love a fool,  
Because he is proud.  

4. I love honey,  
Because it is sweet,  
I love Ivan,  
Because he is young.  

5. Crystal descended  
Down the hayfield,  
Ivan boasted  
That he would take Mary:  

6. – I will take Mary  
And beat her,  
Give up, Mary,  
Loving the boys!"
Pod_800,"Kmeln_222v_ Oi na tserkvi khrest, khrest","1. Oh, on the church a cross,  
On the bell tower a flower,  
And from our Hanusia  
A good girl."
Pod_801,"Kmeln_222_ Oi na tserkvi khrest, khrest","1. Oh, there is a cross on the church,  
A flower on the bell tower,  
And from our Hanusia  
Comes a good girl."
Pod_803,Kmeln_224_ Popid horu,"1. |: A goose was flying 
Down the hill, :|
Oh, I, I!
2. |: A boy 
Was going to the girl. :|
Oh, I, I!
3. |: And he was going, 
I did not want him, :|
Oh, I, I!
4. |: Because he was black, 
And I was white. :|
Oh, I, I!
5. Because he was black, 
Like a jackdaw, 
And I was white, 
Like a lady, 
Oh, I, I!
6. Because he was black, 
Like the swamp, 
And I was white, 
Like gold, 
Oh, I, I!"
Pod_804,Kmeln_225_ Popid horu,"1. Down the hill  
A goose was flying,  
Not alone —  
A young man wanted (it).  
Oh I, I!  
2. But he wanted,  
I did not want,  
Because he is black,  
And I am white.  
Oh I, I!  
3. That he is black,  
Like mud,  
And I am white,  
Like gold.  
Oh I, I!  
4. A fast little river  
Was roaring  
To Hannusia's  
Yard.  
Oh I, I!  
5. And in Hannusia's  
Cherry orchard,  
There the boys  
Were gathering.  
Oh I, I!  
6. There the boys  
Were gathering,  
Pooling money  
For vodka.  
Oh I, I!  
7. And Ivanko  
Gave the least,  
Because Hannusia  
Did not like him.  
Oh I, I!  
8. And Vasylko  
Gave the most,  
Because he  
Was liked by Hannusia.  
Oh I, I!  
9. He is black,  
I am white, —  
There will be a  
Young couple.  
Oh I, I!"
Pod_805,"Kmeln_226_ Oi v siniakh, v siniakh","1. Oh, in the hallway, in the hallway  
Behind the little doors  
There is a bed  
With little pillows.  

2. On that little bed  
Olesyk is lying,  
In his right hand  
He holds a flute.  

3. And that flute  
With all the holes,  
Somewhere our Olesyk  
Is drinking with the young men."
Pod_806,Kmeln_227v_Studenytski parubky,"1. The Studenytsia lads  
They all play the pipes.  
2. Only Ivanko does not play:  
He plans to get married.  
3. He threw the pipe on the corner,  
And went to Odesa himself.  
4. He went to Odesa himself,  
Bought a ribbon and periwinkle.  
5. Bought a ribbon and periwinkle –  
This is for Hanusia’s wreath.  
6. – You’re young Hanusia,  
You have golden hair.  
7. – Wait, Ivanko, until the year’s end,  
I’ll buy a scarf for my side."
Pod_807,Kmeln_227_Studenytski parubky,"1. Studenytsky young men  
They all play the pipes.  
2. Only Ivanko does not play:  
He is thinking about getting married.  
3. He threw the pipe onto the coal,  
He himself went to Odesa.  
4. He himself went to Odesa,  
Bought a ribbon and periwinkle.  
5. Bought a ribbon and periwinkle –  
This is for Hanusia's wreath.  
6. – You, young Hanusia,  
You have a golden braid.  
7. – Wait, Ivanko, until next year,  
I will buy a scarf for my side."
Pod_808,"Kmeln_228_Oi u sadu, sadochku","1. Oh, in the garden, the little garden,  
I will dig a little garden bed.  
2. I will dig a little garden bed  
And plant a cherry tree.  
3. The cherry tree bore berries  
And the Pear Orchard boys,  
The Pear Orchard boys.  
4. The Pear Orchard boys  
Are all playing the flute.  
5. Only Ivan does not play,  
He is thinking about getting married.  
6. He threw the flute into the oats,  
And went off to Ades himself.  
7. He went off to Ades himself,  
Bought a periwinkle flower.  
8. Bought a periwinkle flower  
For Hanusia as a wedding crown.  
9. Where Hanusia was standing,  
There the grass withered.  
10. And where Ivan was training the horse,  
There the grass was trampled down."
Pod_809,Kmeln_229_Z vysokoho mlyna,"1. From the tall mill  
Rain began to fall,  
Oh, there is our Hannunya,  
A good girl.  
2. She is pouring honey vodka,  
Tearful eyes,  
Her Ivan did not recognize her,  
He jumped up from the table.  
3. He took her by the hand,  
Began to ask her:  
– What kind of wreath, Hannusya,  
Should I buy you?  
4. – Buy me a white one,  
Small and delicate,  
For this I fell in love with you,  
Because you are still young."
Pod_810,Kmeln_230_Ne stelysia,"1. Don't spread out,  
Curly one,  
Don't spread out,  
Green curly one,  
By me.  
2. Along the edge of my  
Garden,  
Along the edge of my,  
Green curly one,  
Garden.  
3. Across from my  
Window.  
4. Because I also have  
A wicked husband.  
5. And he does not allow me  
To dress up,  
6. To go to the dance  
And have fun.  
7. He took me  
By the hand,  
8. Led me  
Into the parlor.  
9. He took me  
To scold,  
10. To whip me  
With a riding whip:  
11. – I am giving you  
A dance,  
I am giving you,  
My dear,  
A dance.*  
12. So do not listen to  
The girls,  
13. Do not listen to  
The girls,  
14. And do not go out to the dance  
To have fun."
Pod_812,"Kmeln_232v_Oi kudriavche, kudriavche","1. Oh, curly one, curly one,  
Do not spread yourself, Ilya, green,  
Do not spread yourself low.  

2. Do not spread yourself low...  
The green does not spread, Ilya:  
I have a husband who is difficult.  

3. I have a difficult husband...  
I have a husband, Ilya, difficult,  
He does not want to take advice.  

4. He does not want to take advice...  
He does not want, Ilya, to take advice,  
He goes dancing.  

5. Oh, three envoys send,  
Oh, three envoys send, Ilya, –  
I do not care about that.  

6. I do not care about that...  
I do not care about that, Ilya,  
I am dancing.  

7. The first envoy is a whip,  
The first envoy, Ilya, is a whip,  
I do not care about that.  

8. I do not care about that...  
I do not care about that, Ilya,  
I am dancing.  

9. The second envoy is a whip,  
The second envoy, Ilya, is a whip,  
I do not care about that.  

10. I do not care about that...  
I do not care about that, Ilya,  
I am dancing.  

11. The third envoy is dear himself,  
The third envoy, Ilya, himself is dear, –  
I have gotten rid of that.  

12. I have gotten rid of that...  
I have gotten rid of that, Ilya,  
I stepped away from dancing."
Pod_813,"Kmeln_232_Oi kudriavche, kudriavche","1. Oh, curly one, curly one,
Don’t spread out, oh meadow, green,
Don’t spread out low.
2. Don’t spread out low...
The green, oh meadow, does not spread out:
My husband is also difficult.
3. My husband is difficult...
My husband, oh meadow, is difficult,
He doesn’t say to consult.
4. He doesn’t say to consult...
He doesn’t say, oh meadow, to consult,
He goes to dance.
5. Oh, three envoys are sent,
Oh, three envoys are sent, oh meadow, –
I don’t care about that.
6. I don’t care about that...
I don’t care about that, oh meadow,
I dance.
7. The first envoy – a whip,
The first envoy, oh meadow, a whip,
I don’t care about that.
8. I don’t care about that...
I don’t care about that, oh meadow,
I dance.
9. The second envoy – a whip,
The second envoy, oh meadow, a whip,
I don’t care about that.
10. I don’t care about that...
I don’t care about that, oh meadow,
I dance.
11. The third envoy – the beloved himself,
The third envoy, oh meadow, the beloved himself, –
I managed that.
12. I managed that...
I managed that, oh meadow,
I stepped out of the dance."
Pod_815,Kmeln_234_Kolo mlyna krymyna,"1. Around the mill, there was a crime.  
2. A girl was walking there.  
3. She was digging herbs with a knife."
Pod_816,Kmeln_235_Kolo mlyna kalyna,"1. Around the mill is a guelder rose,  
There walked a girl.  
2. There walked a girl,  
Digging herbs with a knife.  
3. Digging herbs with a knife,  
She did not know it herself.  
4. She did not know it herself,  
And asked people:  
5. – What kind of herb is this, people:  
No seeds, no branches?  
6. – Oh, that herb is the periwinkle,  
For girls and boys as a wreath."
Pod_817,Kmeln_236_Oi zrodyly fiialochky,"1. Oh, violets have grown,  
They have grown,  
And covered  
The whole stony mountain.  
2. And there was a little path  
At the back,  
Along which young Hanusia  
Was walking.  
3. And behind her was her father  
Quietly asking:  
– Where are you going, young Hanusia?  
4. – Don't go, don't go, my father,  
After me:  
I have no counsel  
For you.  
5. And behind her was her mother  
Quietly asking:  
– Where are you going, young Hanusia?  
6. – Go, go,* mother,  
With me,  
I have no counsel  
For you.  
7. And behind her was Ivan  
Quietly asking:  
– Where are you going, young Hanusia?  
8. – Go, go, Ivan,  
After me,  
Because I have counsel  
For you.  

* Probably, ""Don't go, don't go."" (L.E.)"
Pod_818,Kmeln_237_Hoi dyvno zh nam,"1. Oh, how strange it is for us  
And so very strange, –  
A little fly was flying around the village,  
2. Chasing the girls to war.  
3. The little fly was flying around the village,  
4. Chasing the women to war.  
5. The little fly was flying around the village,  
6. Chasing the boys to war.  
7. The girls conquered three cities,  
8. The young women three villages,  
9. The lads three mills.  
10. The girls drink mead-wine,  
11. The young women drink horilka,  
12. The lads drink bread kvass.  
13. The girls share everything in gold,  
14. The young women everything in silver,  
15. The lads everything in groats.  
16. But one groat was missing,  
17. Only a pair of rats remained."
Pod_819,"Kmeln_238_Vesnonka, vesnonka","1. Springtime, springtime,  
Our little spring,  
Dressed in flowers,  
Our young lady.  

2. With flowers, with flowers,  
With rue and mint,  
The bright sun  
Smiles from the sky.  

3. Oh spring, little spring,  
Do not delay long,  
Bloom richly  
With cow-wheat and periwinkle.  

4. With cow-wheat and periwinkle,  
With green grass,  
In our field –  
Lavishly with wheat.  

5. Grow with greenery,  
In thick rows,  
Bloom happily  
With garden-like blossoms."
Pod_820,Kmeln_240v_Cherez nashe selo,"1. Through our village  
They are carrying a maple tree.  
Chorus:  
Maple tree  
Small, green.  
2. In our church  
There are three ringing bells.  
3. Three ringing bells –  
Those are three handsome boys.  
4. One ringing bell –  
That is handsome Partemko,  
5. The second ringing bell –  
That is handsome Andriyko,  
6. The third ringing bell –  
That is handsome Synyunyo.  
7. In our church  
There are as many as three bright candles:  
8. One bright candle –  
That is beautiful Dariyka,  
9. The second bright candle –  
That is beautiful Hanusya,  
10. The third bright candle –  
That is beautiful Valyunya.  
Lively, joyful"
Pod_821,Kmeln_240_Cherez nashe selo,"1. Through our village  
They are carrying a maple tree.  
Chorus:  
Maple tree  
Small, green.  

2. I am in our church  
Three loud bells.  

3. Three loud bells –  
These are three handsome boys.  

4. One loud bell –  
That is handsome Partemko,  

5. The second loud bell –  
That is handsome Andriyko,  

6. The third loud bell –  
That is handsome Synyunyo.  

7. I am in our church  
There are three bright candles:  

8. One bright candle –  
That is beautiful Dariyka,  

9. The second bright candle –  
That is beautiful Hanusya,  

10. The third bright candle –  
That is beautiful Valyunya."
Pod_822,Kmeln_241_Oi nikhto tam ne buvav,"1. Oh, no one has been there,  
Where the maple spread out.  
Oh maple, little maple,  
Small, green one.  

2. Only there were  
Three clear months.  
Oh maple, little maple,  
Small, green one."
Pod_823,Kmeln_242_Oi u lisi dva dubky,"1. Oh, in the forest two oak trees  
Bent closely together,  
Chop, cut the tree,  
Wherever I look – it’s green,  
Together.  
2. There stood young men,  
Talking about girls.  
3. Oleksander, a young man,  
Walked through the forest to the girls.  
4. He took Hannusia by the hand,  
Put a ring on her finger.  
5. He led her to the garden,  
Picked some berries for her:  
6. ""Eat, Hannusia, the berries,  
Forget about the girls now.  
7. Forget about the girls now,  
You will be wed together."""
Pod_824,Kmeln_244_Posadzhu ya rozhu,"1. I will plant a face  
Right at the crossroads,  
Chorus:  
A voice goes,  
On the silky grass  
The dew falls.  
2. I will plant my father  
And set a guard,  
3. A bad guard, –  
A spoiled face.  
4. I will plant my mother  
And set a guard.  
5. A bad guard, –  
A spoiled face.  
6. I will plant my brother  
And set a guard.  
7. A bad guard, –  
A spoiled face.  
8. I will plant my sister  
And set a guard.  
9. A bad guard, –  
A spoiled face.  
10. I will plant my darling  
And set a guard.  
11. That is a good guard, –  
And an unspoiled face."
Pod_825,Kmeln_245_Pomoshchu ya kladku,"1. I will help with the willow weaving,  
Time, time, girls,  
To go home.  
2. And you, Natalya,  
Stay,  
And with your Ivanko  
Say your goodbyes."
Pod_826,Kmeln_246_Kladu ya kladochku,"1. I lay a little bridge  
Over the little ant  
By the willow.  
2. Honest young lady,  
He is not at home,  
[He is not.]  
3. He went to Lviv  
To buy a wreath  
From the crib.  
4. So that the girl  
Would grow up healthy,  
[Grow up.]"
